,url,Connecteur clavier,Matériaux,Webcam,Diagonale,Autofocus,Induction,Navigateur par défaut,Amovible,Compatible Flash Player,Bluetooth,Appareil photo,Boutique d'apps,Appel téléphonique,Fréquence,Capteur d'empreinte,4G,VGA,Couleur(s),USB,DisplayPort,Miracast,Puce graphique,Avec emplacement,Compatible,Verrou Kensington,Capteur de luminosité,Cellules,Haut-parleurs,Capacité W/h,Ethernet,Résistance aux chutes,Dalle,Applications,Prix public,Anti-rayures,Gyroscope,Béquille ajustable,Luminosité,Tactile,Lecteur de carte SD,Processeur,Accéléromètre,Résistance à la poussière,Système,64 bits,Béquille arrière,Infrarouge,Date,HDMI,Inclus,NFC,Qualité vidéo,Référence,GPS,Prise casque,Résolution,Angle de vue,Mémoire (RAM),Puce TPM,Capteur de proximité,Flash LED,Marque,Poids,DisplayPort Thunderbolt,Disque dur,Gamme,Airplay,Autonomie,3G,Résistance à l'eau,Interface constructeur,Wifi,PPI,Temps de charge,H x L x P,Magnétique,Widi,Optionnel,Capacité mAh,Anti-reflet,Lecteur de carte à puce (Smart Card),Firewire,Gravure,Puce graphique dédiée,Delta E,Lecteur d'empreintes digitales,Puce graphique intégrée,Connecteur pour dock,Port série,Taille,Pavé numérique,Flash Player,Contraste,Clavier rétroéclairé,Trackpoint,Système d'exploitation,Lecteur DVD,Emplacement,Cache,Dimensions,4G / LTE,Composition,Touchpad,Type de dalle,Navigateur,Wireless Display (Widi),PDT max.
product_5824e82bf8414062258b4581,http://www.comparez-malin.fr/informatique/pc-portable/msi-ge62vr-6rf-249fr.html,,,1.3 MPx30fps@720p,,Non,Non,,Non,,4.0,Non,Windows Store,,4 x 2.6 à 3.5 GHz,,,Non,Noir,1 x USB 2.02 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2),Mini DisplayPort,Non,,,Non,Oui,Oui,6 cel.,Haut-parleurs x 4 (2W)Dynaudio,51 W/h, 100 / 1000 Mbps,Non,,MSI ShiftMSI Dragon CenterMSI Steelseries Engin 3Nahimic Audio EnhancerXSplit Gamecaster V2,"1 599,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Core i7-6700HQ,Non,Non,,Oui,,Non,10/11/2016,HDMI 1.4,Chargeur secteurManuel,Non,Non,GE62VR-6RF-249FR,Non,Oui,1920 x 1080 pixels,178°,8 Go - DDR4(2133 MHz),Non,Non,Non,MSI,2.4 kg,Non,1000 Go (7200 tr/min)256 Go (SSD),Skylake 2015 (x86),Non,-,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce GTX 1060,-,Non,Intel HD Graphics 530350 - 1050 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Oui,Non,6 Mo,383 x 260 x 27 - 29 mm,Non,Aluminium,Oui,LCD - IPS,Microsoft Edge,Non,45 W
product_5824e88bf841406a258b4587,http://www.comparez-malin.fr/informatique/pc-portable/msi-gs63vr-6rf-090xfr.html,,,1.3 MPx30fps@1080p,,Non,Non,,Non,,4.1,Non,,,4 x 2.6 à 3.5 GHz,,,Non,Noir,1 x USB 2.03 x USB 3.01 x USB 3.1 Type-C (Gen 2) / Thunderbolt,Mini DisplayPort,Non,,,Non,Oui,Oui,3 cel.,Haut-parleurs x 4 (2W)Dynaudio,57 W/h, 100 / 1000 Mbps,Non,,-,"1 699,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Core i7-6700HQ,Non,Non,,Oui,,Non,22/11/2016,HDMI 2.0,Chargeur secteurManuel,Non,Non,GS63VR-6RF-090XFR,Non,Oui,1920 x 1080 pixels,178°,16 Go - DDR4(2400 MHz),Non,Non,Non,MSI,1.89 kg,Non,1000 Go (5400 tr/min)128 Go (SSD),Skylake 2015 (x86),Non,-,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce GTX 1060,-,Non,Intel HD Graphics 530350 - 1050 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Non,-,Oui,Non,FreeDOS 1.1,Non,Non,6 Mo,380 x 249 x 17.7 mm,Non,AluminiumMagnésium,Oui,LCD - IPS,Défaut,Non,45 W
product_5824e8fdf8414062258b4582,http://www.comparez-malin.fr/informatique/pc-portable/asus-rog-gl742vw-t4491t.html,,,2.0 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,4 x 2.6 à 3.5 GHz,,,Non,Noir,2 x USB 2.01 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Mini DisplayPort,Oui,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoSonicMaster Sound,48 W/h, 100 / 1000 Mbps,Non,,Office 365 (version d'essai gratuite limitée à 1 mois)McAfee Internet Security 2012 (version d'essai),"1 199,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i7-6700HQ,Non,Non,,Oui,,Non,17/11/2016,HDMI 1.4,ManuelChargeur secteurSac à dos ROGSouris ROG Sica,Non,Non,GL742VW-T4491T,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR4(2133 MHz),Non,Non,Non,Asus,3 kg,Non,1000 Go (7200 tr/min)128 Go (SSD),Skylake 2015 (x86),Non,-,Non,Non,Non,802.11 b/g/n/ac,127 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce GTX 960M,-,Non,Intel HD Graphics 530350 - 1050 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Oui,Non,6 Mo,415 x 270 x 32 mm,Non,AluminiumPlastique,Oui,LCD - TN,Microsoft Edge,Oui,45 W
product_5824e976f841406a258b4588,http://www.comparez-malin.fr/informatique/pc-portable/asus-rog-gl742vw-t4527t.html,,,2.0 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,4 x 2.3 à 3.2 GHz,,,Non,Noir,2 x USB 2.01 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Mini DisplayPort,Oui,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoSonicMaster Sound,48 W/h, 100 / 1000 Mbps,Non,,Office 365 (version d'essai gratuite limitée à 1 mois)McAfee Internet Security 2012 (version d'essai),"899,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6300HQ,Non,Non,,Oui,,Non,17/11/2016,HDMI 1.4,ManuelChargeur secteurSac à dos ROGSouris ROG Sica,Non,Non,GL742VW-T4527T,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR4(2133 MHz),Non,Non,Non,Asus,3 kg,Non,1000 Go (7200 tr/min),Skylake 2015 (x86),Non,-,Non,Non,Non,802.11 b/g/n/ac,127 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce GTX 950M,-,Non,Intel HD Graphics 530350 - 950 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Oui,Non,6 Mo,415 x 270 x 32 mm,Non,AluminiumPlastique,Oui,LCD - TN,Microsoft Edge,Oui,45 W
product_5824ea07f841406a258b4589,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux310uq-gl332t.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.7 à 3.5 GHz,,,Non,Argent,2 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Non,Oui,3 cel.,Haut-parleurs stéréoHarman Kardon,48 W/h,Non,Non,,Microsoft Office 365 (1 mois d'essai),"1 199,00€",Non,Non,,250 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i7-7500U,Non,Non,,Oui,,Non,10/11/2016,HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,UX310UQ-GL332T,Non,Oui,1920 x 1080 pixels,-,16 Go - DDR4(2133 MHz),Non,Non,Non,Asus,1.45 kg,Non,1000 Go (5400 tr/min)256 Go (SSD),Kaby Lake 2016 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,166 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce 940MX,-,Non,Intel HD Graphics 620300 - 1050 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,4 Mo,323 x 223 x 18.4 - 19 mm,Non,Aluminium,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_5824eef5f84140ea228b4582,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux330ua-fc172t.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.7 à 3.5 GHz,,,Non,Gris,2 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Non,Oui,3 cel.,Haut-parleurs stéréo (2W)Bang & Olufsen,57 W/h,Non,Non,,Microsoft Office 365 (1 mois d'essai)McAfee Internet Security (1 mois d'essai)ASUS Spendid,"1 099,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Core i7-7500U,Non,Non,,Oui,,Non,10/11/2016,Micro HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,UX330UA-FC172T,Non,Oui,1920 x 1080 pixels,178°,8 Go - LPDDR3(1866 MHz),Oui,Non,Non,Asus,1.2 kg,Non,512 Go (SSD),Kaby Lake 2016 (x86),Non,12h00,Non,Non,Non,802.11 b/g/n/ac,166 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 620300 - 1050 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,4 Mo,323 x 221 x 13.5 mm,Non,Aluminium,Oui,LCD - IPS,Microsoft Edge,Oui,15 W
product_5824f022f841406a258b458a,http://www.comparez-malin.fr/informatique/pc-portable/hp-15-ac190nf.html,,,0.3 MPxHP TrueVision HD,,Non,Non,,Oui,,4.0,Non,Windows Store,,2 x 1.7 à 2.7 GHz,,,Non,Gris,2 x USB 2.01 x USB 3.0,Non,Oui,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDTS,41 W/h, 10 / 100 Mbps,Non,,HP Connected MusicHP Connected PhotoHP ePrintHP CoolSenseJeux HP par WildTangentHP SimplePassAvast! SecureLine VPN (abonnement 1 mois)McAfee LiveSafe (abonnement 1 mois)Adobe Shockwave PlayerBooking.comCyberLink Media SuiteCyberLink PowerBackupEvernoteFoxit PhantomPDF Express for HPMahjongNetflixSkypeSolitaireTripAdvisor7-Zip,"599,00€",Non,Non,,-,Non, SD / SDHC / SDXC / MMC,Intel Core i5-4210U,Non,Non,,Oui,,Non,10/11/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,V8S36EA#ABF,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Oui,Non,Non,HP,2.19 kg,Non,1000 Go (5400 tr/min),Haswell 2014 (x86),Non,5h30,Non,Non,Non,802.11 b/g/n,100 ppp,-,,Non,,-,-,Non,Non,Non,22 nm,AMD Radeon R5 M330,-,Non,Intel HD Graphics 4400200 - 1000 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,384.3 x 254.6 x 24.3 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5824f0b3f84140ea228b4583,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-772-p6eq.html,,,1.3 MPxAcer Crystal Eye HD,,Non,Non,,Non,,4.0 (HS),Non,Windows Store,,2 x 1.7 GHz,,,Oui,GrisNoir,2 x USB 2.02 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDolby Home Theater v4,37 W/h, 100 / 1000 Mbps,Non,,Acer ExplorerAcer Power ManagementAcer UpdateAcer Identity CardAcer Recovery ManagementAcer CloudAcer GamesAcer ScreenGraspAcer ScrapboardMcAfee Internet Security SuiteMicrosoft Office 2016 (1 mois d'essai)SkypeMyWinLocker,"499,00€",Non,Non,,285 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Pentium 3556U,Non,Non,,Oui,,Non,10/11/2016,HDMI 1.4,ManuelChargeur secteurSacocheSouris,Non,Non,E5-772-P6EQ,Non,Oui,1600 x 900 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Acer,3 kg,Non,1000 Go (5400 tr/min),Haswell 2013 (x86),Non,4h30,Non,Non,Non,802.11 b/g/n/ac,106 ppp,-,,Non,,-,2520 mAh,Non,Non,Non,22 nm,Non,-,Non,Intel HD Graphics (Haswell)200 - 1000 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,540:1,Non,Non,Windows 10 Famille,Oui,Non,2 Mo,423 x 282 x 27.5 - 31.7 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5824f194f8414062258b4583,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-310-15isk-2.html,,,1.0 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.3 GHz,,,Oui,Argent,2 x USB 2.01 x USB 3.0,Non,Non,,,Non,Oui,Oui,2 cel.,Haut-parleurs stéréo (1.5W)Dolby Advanced Audio,39 W/h, 100 / 1000 Mbps,Non,,Lenovo OneKey RecoveryLenovo SHAREitLenovo REACHitLenovo Photo MasterMcAfee LiveSafe (30 jours d'essai)Microsoft Office (version d'essai),"499,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i3-6100U,Non,Non,,Oui,,Non,10/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,310-15ISK,Non,Oui,1366 x 768 pixels,-,4 Go - DDR4(2133 MHz),Non,Non,Non,Lenovo,2.2 kg,Non,1000 Go (5400 tr/min),Skylake 2015 (x86),Non,5h00,Non,Non,Non,802.11 b/g/n/ac,100 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,379 x 260 x 22.9 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5824f21cf8414062258b4584,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-510-14isk-3.html,,,1.0 MPxHD 720p,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.3 GHz,,,Non,Noir,1 x USB 2.02 x USB 3.0,Non,Non,,,Non,Oui,Oui,2 cel.,Haut-parleurs stéréoHarman Kardon,35 W/h, 100 / 1000 Mbps,Non,,Microsoft Office 2013 (1 mois d'essai)McAfee LiveSafe (1 mois d'essai)Leovo OneKey RecoveryLenovo Photo MasterLenovo Phone ManagerLenovo Compagnion 3.0Lenovo Solution CenterLenovo SHAREitLenovo REACHit,"499,00€",Non,Non,,200 cd/m²,10 points, SD / SDHC / SDXC / MMC,Intel Core i3-6100U,Oui,Non,,Oui,,Non,10/11/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,Yoga 510-14ISK,Non,Oui,1920 x 1080 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Lenovo,1.75 kg,Non,128 Go (SSD),Skylake 2015 (x86),Non,8h30,Non,Non,Non,802.11 b/g/n/ac,157 ppp,-,,Non,,-,4645 mAh,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,3 Mo,336 x 232 x 20.9 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5824f29ef841406a258b458b,http://www.comparez-malin.fr/informatique/pc-portable/fujitsu-lifebook-a555-a5550m332ofr.html,,,0.9 MPx,,Non,Non,,Oui,,4.0,Non,Windows Store,,2 x 2 GHz,,,Oui,Noir,1 x USB 2.03 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,6 cel.,Haut-parleurs stéréo,48 W/h, 100 / 1000 Mbps,Non,,-,"699,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC,Intel Core i3-5005U,Non,Non,,Oui,,Non,10/11/2016,HDMI 1.4,Chargeur secteurDocumentation,Non,Non,A5550M332OFR,Non,Oui,1366 x 768 pixels,-,8 Go - DDR3L(1600 MHz),Oui,Non,Non,Fujitsu,2.4 kg,Non,256 Go (SSD),Broadwell 2015 (x86),Non,8h00,Non,Oui,Non,802.11 b/g/n,100 ppp,-,,Non,,-,4500 mAh,Oui,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 5500300 - 900 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,300:1,Non,Non,Windows 10 Pro,Oui,Non,3 Mo,378 x 256 x 30.9 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5828711bf841409f328b4567,http://www.comparez-malin.fr/informatique/pc-portable/hp-14-am016nf.html,,,1.3 MPxHP TrueVision HD,,Non,Non,,Oui,,4.0,Non,Windows Store,,4 x 1.6 à 2.56 GHz,,,Oui,Argent,2 x USB 2.01 x USB 3.0,Non,Oui,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDTS,41 W/h, 10 / 100 Mbps,Non,,HP LoungeMcAfee LiveSafe (abonnement 1 mois)CyberLink PowerBackupNetflixMicrosoft Office 365 (1 mois d'essai),"399,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Pentium N3710,Non,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,Y0X22EA#ABF,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Oui,Non,Non,HP,1.94 kg,Non,1000 Go (5400 tr/min),Braswell 2016 (x86),Non,9h15,Non,Non,Non,802.11 b/g/n,112 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 405400 - 700 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,2 Mo,345.4 x 241.5 x 23.9 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,6 W
product_582871acf8414024348b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-f751lj-ty465t.html,,,0.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2 GHz,,,Oui,Blanc,3 x USB 3.0,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoSonicMaster Sound,37 W/h, 100 / 1000 Mbps,Non,,ASUS Color Enhancement (ASUS Splendid)ASUS Fast BootASUS Fancy StartASUS Live Update 2ASUS LifeFrame3ASUS Power4Gear Hybrid-SHEASUS Smart LogonASUS Virtual CameraASUS WinflashASUS Wireless Console 3ASUS Screen SavereManualeDriverPower2Go v6Trend MicroTitanium 2011 (Version d'essai 30 jours)Nuance PDF,"549,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i3-5005U,Non,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,F751LJ-TY465T,Non,Oui,1600 x 900 pixels,-,8 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,2.5 kg,Non,1000 Go (5400 tr/min),Broadwell 2015 (x86),Non,5h00,Non,Non,Non,802.11 b/g/n,106 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Nvidia GeForce GT 820M,-,Non,Intel HD Graphics 5500300 - 900 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,415 x 270 x 30.4 - 35.5 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_58287248f8414024348b4568,http://www.comparez-malin.fr/informatique/pc-portable/hp-omen-15-ax014nf.html,,,1.3 MPxHP Wide Vision HD,,Non,Non,,Non,,4.2,Non,Windows Store,,4 x 2.3 à 3.2 GHz,,,Non,NoirRouge,1 x USB 2.02 x USB 3.0,Non,Oui,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréoBang & Olufsen,61.5 W/h, 100 / 1000 Mbps,Non,,HP Utility CenterHP CoolSenseHP LoungeMcAfee LiveSafeCyberLink PowerDirectorNetflixUnigine Valley Benchmark,"699,00€",Non,Non,,-,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6300HQ,Oui,Non,,Oui,,Non,13/11/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,Y0C28EA#ABF,Non,Oui,1920 x 1080 pixels,178°,4 Go - DDR4(2133 MHz),Oui,Non,Non,HP,2.2 kg,Non,1000 Go (7200 tr/min),Skylake 2015 (x86),Non,10h30,Non,Non,Non,802.11 b/g/n/ac,141 ppp,± 1h30,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce GTX 950M,-,Non,Intel HD Graphics 530350 - 950 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,6 Mo,382 x 253 x 24.5 mm,Non,Plastique,Oui,LCD - IPS,Microsoft Edge,Non,45 W
product_5828733af8414024348b4569,http://www.comparez-malin.fr/informatique/pc-portable/dell-xps-13-9360-cy2cv.html,,,0.9 MPxHD 720p,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.7 à 3.5 GHz,,,Non,GrisNoir,2 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Charging / Thunderbolt,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréo,60 W/h,Non,Non,,1 an de service ProSupport de DellDell DataSafeDell StageWaves MaxxAudio ProMicrosoft Office 365 (1 mois d'essai)McAfee LiveSafe (1 mois d'essai),"1 699,00€",Oui,Non,,400 cd/m²,Non, SD / SDHC / SDXC,Intel Core i7-7500U,Oui,Non,,Oui,,Non,13/11/2016,Non,Garantie 1 anChargeur secteurDocumentation,Non,Non,9360-CY2CV,Non,Oui,1920 x 1080 pixels,170°,8 Go - LPDDR3(1866 MHz),Non,Non,Non,Dell,1.23 kg,Non,256 Go (SSD),Kaby Lake 2016 (x86),Non,9h00,Non,Non,Non,802.11 b/g/n/ac,166 ppp,-,,Non,,Adaptateur VGA / HDMI / Ethernet vers USB Type CStation d'accueil Dell,-,Oui,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 620300 - 1050 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,1000:1,Oui,Non,Windows 10 Pro,Non,Non,4 Mo,304 x 200 x 9 - 15.3 mm,Non,AluminiumFibre de carbone,Oui,LCD - IPS,Microsoft Edge,Oui,15 W
product_5828744ef841409f328b4568,http://www.comparez-malin.fr/informatique/pc-portable/dell-xps-13-9360-60w93.html,,,0.9 MPxHD 720p,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.7 à 3.5 GHz,,,Non,GrisNoir,2 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Charging / Thunderbolt,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréo,60 W/h,Non,Non,,1 an de service ProSupport de DellDell DataSafeDell StageWaves MaxxAudio ProMicrosoft Office 365 (1 mois d'essai)McAfee LiveSafe (1 mois d'essai),"2 199,00€",Oui,Non,,400 cd/m²,10 points, SD / SDHC / SDXC,Intel Core i7-7500U,Oui,Non,,Oui,,Non,13/11/2016,Non,Garantie 1 anChargeur secteurDocumentation,Non,Non,9360-60W93,Non,Oui,3200 x 1800 pixels,170°,16 Go - LPDDR3(1866 MHz),Non,Non,Non,Dell,1.29 kg,Non,512 Go (SSD),Kaby Lake 2016 (x86),Non,9h00,Non,Non,Non,802.11 b/g/n/ac,276 ppp,-,,Non,,Adaptateur VGA / HDMI / Ethernet vers USB Type CStation d'accueil Dell,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 620300 - 1050 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,1000:1,Oui,Non,Windows 10 Pro,Non,Non,4 Mo,304 x 200 x 9 - 15.3 mm,Non,AluminiumFibre de carbone,Oui,LCD - IPS,Microsoft Edge,Oui,15 W
product_582874b6f84140a7388b4567,http://www.comparez-malin.fr/informatique/pc-portable/dell-xps-13-9360-1wwn3.html,,,0.9 MPxHD 720p,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.7 à 3.5 GHz,,,Non,GrisNoir,2 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Charging / Thunderbolt,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréo,60 W/h,Non,Non,,1 an de service ProSupport de DellDell DataSafeDell StageWaves MaxxAudio ProMicrosoft Office 365 (1 mois d'essai)McAfee LiveSafe (1 mois d'essai),"1 899,00€",Oui,Non,,400 cd/m²,10 points, SD / SDHC / SDXC,Intel Core i7-7500U,Oui,Non,,Oui,,Non,13/11/2016,Non,Garantie 1 anChargeur secteurDocumentation,Non,Non,9360-1WWN3,Non,Oui,3200 x 1800 pixels,170°,8 Go - LPDDR3(1866 MHz),Non,Non,Non,Dell,1.29 kg,Non,256 Go (SSD),Kaby Lake 2016 (x86),Non,9h00,Non,Non,Non,802.11 b/g/n/ac,276 ppp,-,,Non,,Adaptateur VGA / HDMI / Ethernet vers USB Type CStation d'accueil Dell,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 620300 - 1050 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,1000:1,Oui,Non,Windows 10 Pro,Non,Non,4 Mo,304 x 200 x 9 - 15.3 mm,Non,AluminiumFibre de carbone,Oui,LCD - IPS,Microsoft Edge,Oui,15 W
product_5828758ff841409f328b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-r540lj-dm676t.html,,,0.3 MPx,,Non,Non,,Oui,,4.0,Non,Windows Store,,2 x 2 GHz,,,Oui,Gris,1 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréo (2W)SonicMaster Sound,33 W/h, 10 / 100 Mbps,Non,,ASUS AI RecoveryASUS Live UpdateSuper NoteWorld ClockSkypeFresh PaintWindows Essential 2012Adobe ReaderOffice TransiteManualInstant On,"499,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC,Intel Core i3-5005U,Non,Non,,Oui,,Non,13/11/2016,HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,R540LJ-DM676T,Non,Oui,1366 x 768 pixels,-,6 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,2 kg,Non,1000 Go (5400 tr/min),Broadwell 2015 (x86),Non,4h00,Non,Non,Non,802.11 b/g/n,100 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Nvidia GeForce 920M,-,Non,Intel HD Graphics 5500300 - 900 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,381 x 252 x 27.2 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
