,url,Poids,Puce TPM,Emplacement,Wifi,Marque,Bluetooth,Mémoire (RAM),Contraste,Webcam,Résistance à la poussière,Angle de vue,Compatible,Qualité vidéo,PPI,Gyroscope,3G,Connecteur pour dock,NFC,Navigateur,Trackpoint,Gravure,Miracast,Tactile,DisplayPort,VGA,Flash LED,Induction,DisplayPort Thunderbolt,Type de dalle,Processeur,Lecteur d'empreintes digitales,Lecteur de carte à puce (Smart Card),Anti-reflet,Fréquence,Dimensions,Luminosité,Gamme,PDT max.,Delta E,Airplay,Port série,Puce graphique dédiée,Capacité W/h,Prise casque,Système d'exploitation,Accéléromètre,Boutique d'apps,Cellules,Composition,Inclus,Autonomie,Firewire,4G / LTE,Cache,Lecteur de carte SD,Infrarouge,Anti-rayures,Magnétique,Capteur de proximité,Haut-parleurs,Ethernet,Interface constructeur,Capacité mAh,Temps de charge,Verrou Kensington,Flash Player,USB,HDMI,Autofocus,Wireless Display (Widi),Amovible,Lecteur DVD,Puce graphique intégrée,prix,Applications,Taille,Appareil photo,Couleur(s),Pavé numérique,64 bits,Résistance aux chutes,Optionnel,Disque dur,Résistance à l'eau,Résolution,Prix public,GPS,Date,Touchpad,Capteur de luminosité,Clavier rétroéclairé,Référence
product_58406875f84140c36b8b4567,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-ideapad-310-15isk-80sm00usfr.html,2.2 kg,Non,Non,802.11 b/g/n/ac,Lenovo,4.0,4 Go - DDR4(2133 MHz),-,1.0 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i3-6100U,Non,Non,Non,2 x 2.3 GHz,379 x 260 x 22.9 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 920M,39 W/h,Oui,Windows 10 Famille,Non,Windows Store,2 cel.,Plastique,Manuel Chargeur secteur,5h00,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréo (1.5W)Dolby Advanced Audio,100 / 1000 Mbps,Non,-,-,Oui,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 520300 - 1000 MHz,,Lenovo OneKey Recovery Lenovo SHAREit Lenovo REACHit Lenovo Photo Master McAfee LiveSafe (30 jours d'essai) Microsoft Office (version d'essai),"15.6"" (39,62 cm)",Non,Argent,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"449,00€",Non,01/12/2016,Oui,Oui,Non,80SM00USFR
product_58406931f84140dd6c8b4567,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-510-14isk-80s700bsfr.html,1.75 kg,Non,Non,802.11 b/g/n/ac,Lenovo,4.0,4 Go - DDR3L(1600 MHz),-,1.0 MPx,Non,-,Non,Non,112 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - TN,Intel Core i3-6100U,Non,Non,Non,2 x 2.3 GHz,336 x 232 x 20.9 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Non,35 W/h,Oui,Windows 10 Famille,Oui,Windows Store,2 cel.,Plastique,Manuel Chargeur secteur,8h30,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoHarman Kardon,100 / 1000 Mbps,Non,4645 mAh,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 520300 - 1000 MHz,,Microsoft Office 2013 (1 mois d'essai) McAfee LiveSafe (1 mois d'essai) Leovo OneKey Recovery Lenovo Photo Master Lenovo Phone Manager Lenovo Compagnion 3.0 Lenovo Solution Center Lenovo SHAREit Lenovo REACHit,"14.0"" (35,56 cm)",Non,Blanc,Non,Oui,Non,-,500 Go (5400 tr/min),Non,1366 x 768 pixels,"479,00€",Non,01/12/2016,Oui,Oui,Non,80S700BSFR
product_58406a96f84140d46c8b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux306ua-fc107t.html,1.3 kg,Non,Non,802.11 b/g/n/ac,Asus,4.1,8 Go - LPDDR3(1866 MHz),-,1.3 MPxHD720p,Non,178°,Non,Non,166 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i5-6200U,Non,Non,Oui,2 x 2.3 à 2.8 GHz,324 x 226 x 5.5 - 13.9 mm,320 cd/m²,Skylake 2015 (x86),15 W,0.4,Non,Non,Non,57 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Aluminium,Adaptateur secteur Notice et garantie,10h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)Bang & Olufsen,Non,Non,-,-,Non,Oui,1 x USB 3.01 x USB 3.1 Type-C (Gen 1),Micro HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 520300 - 1000 MHz,"1 833,90 €",Microsoft Office 365 (1 mois d'essai) McAfee Internet Security (1 mois d'essai),"13.3"" (33,78 cm)",Non,Gris,Non,Oui,Non,-,512 Go (SSD),Non,1920 x 1080 pixels,"1 099,00€",Non,08/12/2016,Oui,Oui,Oui,UX306UA-FC107T
product_58406b90f84140c36b8b4568,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-e402sa-wx130t.html,1.65 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,112 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Celeron N3160,Non,Non,Non,4 x 1.6 à 2.24 GHz,339 x 235 x 21.9 mm,200 cd/m²,Braswell 2016 (x86),6 W,-,Non,Non,Non,32 W/h,Oui,Windows 10 Famille,Non,Windows Store,2 cel.,Plastique,Manuel Adaptateur secteur,4h00,Non,Non,2 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 400320 - 640 MHz,,-,"14.0"" (35,56 cm)",Non,Blanc,Non,Oui,Non,-,500 Go (5400 tr/min),Non,1366 x 768 pixels,"369,00€",Non,01/12/2016,Oui,Oui,Non,E402SA-WX130T
product_58406c4ff84140c36b8b4569,http://www.comparez-malin.fr/informatique/pc-portable/hp-omen-15-ax008nf.html,2.18 kg,Oui,Non,802.11 b/g/n/ac,HP,4.2,8 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i5-6300HQ,Non,Non,Oui,4 x 2.3 à 3.2 GHz,382 x 253 x 24.5 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 950M,61.5 W/h,Oui,Windows 10 Famille,Oui,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,10h30,Non,Non,6 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,100 / 1000 Mbps,Non,-,± 1h30,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 950 MHz,"789,99 €",HP Utility Center HP CoolSense HP Lounge HP 3D DriveGuard McAfee LiveSafe CyberLink PowerDirector Netflix Unigine Valley Benchmark Microsoft Office 365 (1 mois d'essai),"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (7200 tr/min)256 Go (SSD),Non,1920 x 1080 pixels,"899,00€",Non,01/12/2016,Oui,Oui,Oui,X7G22EA#ABF
product_58406d31f84140c36b8b456a,http://www.comparez-malin.fr/informatique/pc-portable/hp-omen-15-ax042nf.html,2.2 kg,Oui,Non,802.11 b/g/n/ac,HP,4.2,8 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,382 x 253 x 24.5 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 960M,61.5 W/h,Oui,Windows 10 Famille,Oui,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,10h30,Non,Non,6 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,100 / 1000 Mbps,Non,-,± 1h30,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"899,99 €",HP Utility Center HP CoolSense HP Lounge HP 3D DriveGuard HP Audio Boost McAfee LiveSafe CyberLink PowerDirector Netflix Unigine Valley Benchmark,"15.6"" (39,62 cm)",Non,NoirRouge,Oui,Oui,Non,-,1000 Go (7200 tr/min)256 Go (SSD),Non,1920 x 1080 pixels,"999,00€",Non,01/12/2016,Oui,Oui,Oui,Z5C06EA#ABF
product_58406db2f84140dd6c8b4568,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-es1-571-32fn.html,2.4 kg,Non,Non,802.11 b/g/n,Acer,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPxAcer Crystal Eye,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Core i3-5005U,Non,Non,Oui,2 x 2 GHz,381 x 258 x 26.1 - 27.1 mm,220 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Non,36 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Sacoche Souris sans fil Manuel Chargeur secteur,6h00,Non,Non,3 Mo,SD / SDHC,Non,Non,Non,Non,Haut-parleurs stéréo,10 / 100 Mbps,Non,3220 mAh,-,Oui,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 5500300 - 900 MHz,,Microsoft Office (version d'essai 1 mois) McAfee Internet Security (version d'essai 1 mois),"15.6"" (39,62 cm)",Non,Rouge,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"499,00€",Non,01/12/2016,Oui,Oui,Non,ES1-571-32FN
product_58418307f84140c36b8b456c,http://www.comparez-malin.fr/informatique/pc-portable/hp-15-ay079nf.html,2.04 kg,Oui,Non,802.11 b/g/n,HP,4.0,8 Go - DDR3L(1600 MHz),-,1.3 MPxHP TrueVision HD,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Pentium N3710,Non,Non,Non,4 x 1.6 à 2.56 GHz,384.3 x 254.6 x 24.3 mm,200 cd/m²,Braswell 2016 (x86),6 W,-,Non,Non,AMD Radeon R5 M430,41 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,10h00,Non,Non,2 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,10 / 100 Mbps,Non,-,-,Oui,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 405400 - 700 MHz,"413,10 €",HP Lounge McAfee LiveSafe (abonnement 1 mois) CyberLink PowerDirector Netflix Microsoft Office 365 (1 mois d'essai) Dropbox,"15.6"" (39,62 cm)",Non,Argent,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"449,00€",Non,02/12/2016,Oui,Oui,Non,Z5B29EA#ABF
product_584183bdf84140dd6c8b456a,http://www.comparez-malin.fr/informatique/pc-portable/hp-15-ay035nf.html,2.04 kg,Oui,Non,802.11 b/g/n,HP,4.0,8 Go - DDR3L(1600 MHz),-,1.3 MPxHP TrueVision HD,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Pentium N3710,Non,Non,Non,4 x 1.6 à 2.56 GHz,384.3 x 254.6 x 24.3 mm,200 cd/m²,Braswell 2016 (x86),6 W,-,Non,Non,Non,41 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,10h00,Non,Non,2 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,10 / 100 Mbps,Non,-,-,Oui,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 405400 - 700 MHz,,HP Lounge McAfee LiveSafe (abonnement 1 mois) CyberLink PowerDirector Netflix Microsoft Office 365 (1 mois d'essai) Dropbox,"15.6"" (39,62 cm)",Non,Argent,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"429,00€",Non,02/12/2016,Oui,Oui,Non,Y0C17EA#ABF
product_5841848ff84140d46c8b4568,http://www.comparez-malin.fr/informatique/pc-portable/hp-15-ay025nf.html,2.04 kg,Oui,Non,802.11 b/g/n,HP,4.0,4 Go - DDR3L(1600 MHz),-,1.3 MPxHP TrueVision HD,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Non,Non,Non,2 x 2.3 à 2.8 GHz,384.3 x 254.6 x 24.3 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,AMD Radeon R5 M430,41 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,10h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,10 / 100 Mbps,Non,-,-,Oui,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 520300 - 1000 MHz,"538,02 €",HP Lounge McAfee LiveSafe (abonnement 1 mois) CyberLink PowerDirector Netflix Microsoft Office 365 (1 mois d'essai) Dropbox,"15.6"" (39,62 cm)",Non,Argent,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"599,00€",Non,02/12/2016,Oui,Oui,Non,X7H90EA#ABF
product_584184f4f84140dd6c8b456b,http://www.comparez-malin.fr/informatique/pc-portable/fujitsu-lifebook-a555-a5550m330ofr.html,2.4 kg,Oui,Non,802.11 b/g/n,Fujitsu,4.0,4 Go - DDR3L(1600 MHz),300:1,0.9 MPxHD 720p,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i3-5005U,Non,Non,Oui,2 x 2 GHz,378 x 256 x 30.9 mm,200 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Non,48 W/h,Oui,Windows 10 Pro,Non,Windows Store,6 cel.,Plastique,Chargeur secteur Documentation,8h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo,100 / 1000 Mbps,Non,4500 mAh,-,Oui,Oui,1 x USB 2.03 x USB 3.0 / Charging,HDMI 1.4,Non,Oui,Oui,Oui,Intel HD Graphics 5500300 - 900 MHz,"489,50 €",-,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,500 Go (5400 tr/min),Oui,1366 x 768 pixels,"509,00€",Non,02/12/2016,Oui,Oui,Non,A5550M330OFR
product_5841858ef84140c36b8b456d,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-510-14isk-80s700bafr.html,1.75 kg,Non,Non,802.11 b/g/n/ac,Lenovo,4.0,4 Go - DDR3L(1600 MHz),-,1.0 MPxHD 720p,Non,-,Non,Non,112 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - TN,Intel Pentium 4405U,Non,Non,Non,2 x 2.1 GHz,336 x 232 x 20.9 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Non,35 W/h,Oui,Windows 10 Famille,Oui,Windows Store,2 cel.,Plastique,Manuel Chargeur secteur,8h30,Non,Non,2 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoHarman Kardon,100 / 1000 Mbps,Non,4645 mAh,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 510300 - 950 MHz,"458,95 €",Microsoft Office 2013 (1 mois d'essai) McAfee LiveSafe (1 mois d'essai) Leovo OneKey Recovery Lenovo Photo Master Lenovo Phone Manager Lenovo Compagnion 3.0 Lenovo Solution Center Lenovo SHAREit Lenovo REACHit,"14.0"" (35,56 cm)",Non,Noir,Non,Oui,Non,-,500 Go (5400 tr/min),Non,1366 x 768 pixels,"460,00€",Non,02/12/2016,Oui,Oui,Non,80S700BAFR
product_58418672f84140c36b8b456f,http://www.comparez-malin.fr/informatique/pc-portable/hp-probook-640-g2-t9x07ea.html,1.95 kg,Oui,Non,802.11 b/g/n/ac,HP,4.2,8 Go - DDR4(2133 MHz),516:1,1.3 MPxHD 720p,Non,-,Non,Non,157 ppp,Non,Non,Oui,Non,Internet Explorer,Oui,14 nm,Non,Non,Oui,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Oui,Oui,Oui,2 x 2.3 à 2.8 GHz,340 x 237 x 27 mm,315 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Non,48 W/h,Oui,Windows 7 Professionnel,Non,,3 cel.,Plastique,Manuel Adaptateur secteur Licence Windows 10 Pro (64 bits),10h15,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,100 / 1000 Mbps,Non,-,-,Oui,Oui,2 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Non,Non,Non,Oui,Oui,Intel HD Graphics 520300 - 1000 MHz,"1 138,80 €",HP Client Security HP BIOSphere HP Client Management Solutions HP Touchpoint Manager HP ePrint HP Support Assistant TPM 1.2,"14.0"" (35,56 cm)",Non,GrisNoir,Non,Oui,Non,-,256 Go (SSD),Oui,1920 x 1080 pixels,"1 419,00€",Non,02/12/2016,Oui,Oui,Non,T9X07EA#ABF
product_58418a93f84140dd6c8b456c,http://www.comparez-malin.fr/informatique/pc-portable/hp-probook-640-g2-t9x62et.html,1.95 kg,Oui,Non,802.11 b/g/n/ac,HP,4.2,4 Go - DDR4(2133 MHz),516:1,1.3 MPxHD 720p,Non,-,Non,Non,157 ppp,Non,Non,Oui,Non,Internet Explorer,Oui,14 nm,Non,Non,Oui,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Oui,Oui,Oui,2 x 2.3 à 2.8 GHz,340 x 237 x 27 mm,315 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Non,48 W/h,Oui,Windows 7 Professionnel,Non,,3 cel.,Plastique,Manuel Adaptateur secteur Licence Windows 10 Pro (64 bits),10h15,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,100 / 1000 Mbps,Non,-,-,Oui,Oui,2 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Non,Non,Non,Oui,Oui,Intel HD Graphics 520300 - 1000 MHz,"849,00 €",HP Client Security HP BIOSphere HP Client Management Solutions HP Touchpoint Manager HP ePrint HP Support Assistant TPM 1.2,"14.0"" (35,56 cm)",Non,GrisNoir,Non,Oui,Non,-,500 Go (7200 tr/min),Oui,1920 x 1080 pixels,"1 239,00€",Non,02/12/2016,Oui,Oui,Non,T9X62ET#ABF
product_58418b7bf84140dd6c8b456d,http://www.comparez-malin.fr/informatique/pc-portable/hp-probook-640-g2-y3b15ea.html,1.95 kg,Oui,Non,802.11 b/g/n/ac,HP,4.2,4 Go - DDR4(2133 MHz),516:1,1.3 MPxHD 720p,Non,-,Non,Non,112 ppp,Non,Non,Oui,Non,Internet Explorer,Oui,14 nm,Non,Non,Oui,Oui,Non,Non,Non,LCD - TN,Intel Core i3-6100U,Oui,Oui,Oui,2 x 2.3 GHz,340 x 237 x 27 mm,315 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Non,48 W/h,Oui,Windows 7 Professionnel,Non,,3 cel.,Plastique,Manuel Adaptateur secteur Licence Windows 10 Pro (64 bits),10h15,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,100 / 1000 Mbps,Non,-,-,Oui,Oui,2 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Non,Non,Oui,Oui,Oui,Intel HD Graphics 520300 - 1000 MHz,"918,85 €",HP Client Security HP BIOSphere HP Client Management Solutions HP Touchpoint Manager HP ePrint HP Support Assistant TPM 1.2,"14.0"" (35,56 cm)",Non,GrisNoir,Non,Oui,Non,-,500 Go (7200 tr/min),Oui,1366 x 768 pixels,"1 079,00€",Non,02/12/2016,Oui,Oui,Non,Y3B15EA#ABF
product_58418e47f84140c36b8b4571,http://www.comparez-malin.fr/informatique/pc-portable/msi-gs70-6qc-023fr.html,2.6 kg,Non,Non,802.11 b/g/n/ac,MSI,4.1,8 Go - DDR4(2133 MHz),-,1.3 MPx30fps@1080p,Non,-,Non,Non,127 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - TN,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,418.5 x 287 x 21.8 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 960M,60 W/h,Oui,Windows 10 Famille,Non,Windows Store,6 cel.,Aluminium,Chargeur secteur Manuel,-,Non,Non,6 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs x 4 (2W)Dynaudio,100 / 1000 Mbps,Non,5400 mAh,-,Oui,Oui,2 x USB 3.02 x USB 3.1,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"1 504,56 €",MSI Shift MSI Dragon Center Nahimic Audio Enhancer XSplit Gamecaster V2,"17.3"" (43,94 cm)",Non,Gris,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 599,00€",Non,02/12/2016,Oui,Oui,Oui,GS70-6QC-023FR
product_584194e9f8414041758b4567,http://www.comparez-malin.fr/informatique/pc-portable/msi-gs70-6qc-024xfr.html,2.6 kg,Non,Non,802.11 b/g/n/ac,MSI,4.1,8 Go - DDR4(2133 MHz),-,1.3 MPx30fps@1080p,Non,-,Non,Non,127 ppp,Non,Non,Non,Non,-,Non,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - TN,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,418.5 x 287 x 21.8 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 960M,60 W/h,Oui,FreeDOS 1.1,Non,,6 cel.,Aluminium,Chargeur secteur Manuel,-,Non,Non,6 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs x 4 (2W)Dynaudio,100 / 1000 Mbps,Non,5400 mAh,-,Oui,Non,2 x USB 3.02 x USB 3.1,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"1 204,79 €",-,"17.3"" (43,94 cm)",Non,Gris,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 549,00€",Non,02/12/2016,Oui,Oui,Oui,GS70-6QC-024XFR
product_58419579f84140dc6c8b4567,http://www.comparez-malin.fr/informatique/pc-portable/msi-gs70-6qd-022fr.html,2.6 kg,Non,Non,802.11 b/g/n/ac,MSI,4.1,8 Go - DDR4(2133 MHz),-,1.3 MPx30fps@1080p,Non,-,Non,Non,127 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - TN,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,418.5 x 287 x 21.8 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 965M,60 W/h,Oui,Windows 10 Famille,Non,Windows Store,6 cel.,Aluminium,Chargeur secteur Manuel Sac à dos Pochette slim Porte clé dragon Cahier MSI,-,Non,Non,6 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs x 4 (2W)Dynaudio,100 / 1000 Mbps,Non,5400 mAh,-,Oui,Oui,2 x USB 3.02 x USB 3.1,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"1 299,90 €",MSI Shift MSI Dragon Center Nahimic Audio Enhancer XSplit Gamecaster V2,"17.3"" (43,94 cm)",Non,Gris,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 399,00€",Non,02/12/2016,Oui,Oui,Oui,GS70-6QD-022FR
product_584195cdf84140dc6c8b4568,http://www.comparez-malin.fr/informatique/pc-portable/msi-gs70-6qe-023xfr.html,2.6 kg,Non,Non,802.11 b/g/n/ac,MSI,4.1,8 Go - DDR4(2133 MHz),-,1.3 MPx30fps@1080p,Non,-,Non,Non,127 ppp,Non,Non,Non,Non,-,Non,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - TN,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,418.5 x 287 x 21.8 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 970M,60 W/h,Oui,FreeDOS 1.1,Non,,6 cel.,Aluminium,Chargeur secteur Manuel,-,Non,Non,6 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs x 4 (2W)Dynaudio,100 / 1000 Mbps,Non,5400 mAh,-,Oui,Non,2 x USB 3.02 x USB 3.1,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"1 499,95 €",-,"17.3"" (43,94 cm)",Non,Gris,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 499,00€",Non,02/12/2016,Oui,Oui,Oui,GS70-6QE-023XFR
